#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
pyrE	topA	1041826.FCOL_06850	1041826.FCOL_11640	0.043	0	0.199	0	0	0	0	0.304	0.419
pyrE	AEW86193.1	1041826.FCOL_06850	1041826.FCOL_06860	0.427	0	0	0	0	0	0	0.084	0.453
pyrE	purD	1041826.FCOL_06850	1041826.FCOL_08225	0.125	0	0	0	0.331	0	0	0.276	0.539
pyrE	AEW87411.1	1041826.FCOL_06850	1041826.FCOL_13080	0.125	0	0.177	0	0.247	0	0	0.276	0.554
pyrE	AEW86387.1	1041826.FCOL_06850	1041826.FCOL_07850	0.103	0	0	0	0.721	0	0	0.193	0.780
pyrE	AEW87391.1	1041826.FCOL_06850	1041826.FCOL_12980	0.061	0	0	0	0.069	0	0.800	0.193	0.840
pyrE	AEW86818.1	1041826.FCOL_06850	1041826.FCOL_10045	0.061	0	0	0	0.069	0	0.800	0.193	0.840
pyrE	AEW87486.1	1041826.FCOL_06850	1041826.FCOL_13455	0.091	0	0.315	0	0.721	0	0	0.193	0.841
pyrE	carA	1041826.FCOL_06850	1041826.FCOL_10940	0.125	0	0	0	0.893	0	0	0.243	0.922
pyrF	cmk	1041826.FCOL_06435	1041826.FCOL_00315	0.125	0	0	0	0	0	0.500	0.273	0.654
pyrF	pyrB	1041826.FCOL_06435	1041826.FCOL_00335	0.125	0	0	0	0.895	0	0	0.276	0.927
pyrF	AEW84953.1	1041826.FCOL_06435	1041826.FCOL_00490	0.125	0	0.366	0	0.149	0	0	0.276	0.612
pyrF	trpF	1041826.FCOL_06435	1041826.FCOL_01030	0.314	0	0	0	0.056	0	0	0.373	0.558
pyrF	guaB	1041826.FCOL_06435	1041826.FCOL_01905	0.180	0	0	0	0.121	0	0	0.357	0.496
pyrF	moaC	1041826.FCOL_06435	1041826.FCOL_02065	0.181	0	0	0	0	0	0	0.355	0.449
pyrF	ribB	1041826.FCOL_06435	1041826.FCOL_02655	0.346	0	0	0	0	0	0	0.378	0.575
pyrF	pyrD	1041826.FCOL_06435	1041826.FCOL_02870	0.125	0	0	0	0.895	0	0	0.276	0.927
pyrF	guaA	1041826.FCOL_06435	1041826.FCOL_02950	0.343	0	0	0	0	0	0	0.388	0.580
pyrF	pyrH	1041826.FCOL_06435	1041826.FCOL_03155	0	0	0	0	0.080	0	0.900	0.276	0.927
pyrF	polA	1041826.FCOL_06435	1041826.FCOL_03225	0.185	0	0	0	0.068	0	0	0.369	0.478
pyrF	AEW85521.1	1041826.FCOL_06435	1041826.FCOL_03395	0.299	0	0	0	0	0	0	0.194	0.410
pyrF	AEW85634.1	1041826.FCOL_06435	1041826.FCOL_03970	0.307	0	0	0	0.449	0	0	0.092	0.623
pyrF	AEW85635.1	1041826.FCOL_06435	1041826.FCOL_03985	0.307	0	0	0	0.449	0	0	0.092	0.623
pyrF	surE	1041826.FCOL_06435	1041826.FCOL_04255	0.053	0	0	0	0	0	0.900	0.246	0.922
pyrF	AEW85786.1	1041826.FCOL_06435	1041826.FCOL_04775	0.346	0	0	0	0.152	0	0	0.306	0.581
pyrF	carB	1041826.FCOL_06435	1041826.FCOL_05185	0.125	0	0	0	0.895	0	0	0.276	0.927
pyrF	pheT	1041826.FCOL_06435	1041826.FCOL_05695	0.165	0	0	0	0.156	0	0	0.221	0.403
pyrF	AEW86106.1	1041826.FCOL_06435	1041826.FCOL_06425	0.578	0	0	0	0.047	0	0	0	0.581
pyrF	AEW86107.1	1041826.FCOL_06435	1041826.FCOL_06430	0.734	0	0	0	0.056	0	0	0	0.739
pyrF	dnaK	1041826.FCOL_06435	1041826.FCOL_07170	0.110	0	0	0	0.120	0.108	0	0.244	0.401
pyrF	purC	1041826.FCOL_06435	1041826.FCOL_07775	0.091	0	0.189	0	0.120	0	0	0.193	0.406
pyrF	AEW86904.1	1041826.FCOL_06435	1041826.FCOL_10485	0.196	0	0	0	0.050	0	0	0.287	0.407
pyrF	metG	1041826.FCOL_06435	1041826.FCOL_08345	0.066	0	0	0	0.113	0	0	0.369	0.431
pyrF	purD	1041826.FCOL_06435	1041826.FCOL_08225	0.115	0	0.189	0	0.076	0	0	0.276	0.455
pyrF	prfA	1041826.FCOL_06435	1041826.FCOL_06450	0.449	0	0	0	0.099	0	0	0	0.483
pyrF	AEW87411.1	1041826.FCOL_06435	1041826.FCOL_13080	0.113	0	0.264	0	0.073	0	0	0.276	0.503
pyrF	purL	1041826.FCOL_06435	1041826.FCOL_06550	0.340	0	0	0	0.154	0	0	0.388	0.628
pyrF	AEW87486.1	1041826.FCOL_06435	1041826.FCOL_13455	0.091	0	0	0	0.721	0	0	0.193	0.777
pyrF	AEW86387.1	1041826.FCOL_06435	1041826.FCOL_07850	0.091	0	0	0	0.721	0	0	0.193	0.777
pyrF	AEW86243.1	1041826.FCOL_06435	1041826.FCOL_07120	0.043	0	0	0	0	0	0.900	0	0.900
pyrF	AEW86327.1	1041826.FCOL_06435	1041826.FCOL_07540	0.046	0	0	0	0.121	0.085	0.900	0.128	0.920
pyrF	carA	1041826.FCOL_06435	1041826.FCOL_10940	0.125	0	0	0	0.895	0	0	0.241	0.924
pyrF	upp	1041826.FCOL_06435	1041826.FCOL_08210	0.051	0	0	0	0.204	0	0.900	0.276	0.937
pyrF	pyrE	1041826.FCOL_06435	1041826.FCOL_06850	0.125	0	0	0	0.895	0	0.900	0.276	0.992
pyrG	cmk	1041826.FCOL_02925	1041826.FCOL_00315	0.125	0	0.174	0	0.195	0	0	0.276	0.522
pyrG	rpsA	1041826.FCOL_02925	1041826.FCOL_00325	0.091	0	0	0	0.565	0.108	0	0	0.616
pyrG	glpK	1041826.FCOL_02925	1041826.FCOL_00395	0	0	0	0	0	0.244	0	0.246	0.405
pyrG	AEW84953.1	1041826.FCOL_02925	1041826.FCOL_00490	0	0	0	0	0.249	0	0	0.276	0.433
pyrG	valS	1041826.FCOL_02925	1041826.FCOL_00725	0.090	0	0.202	0	0.344	0	0	0.236	0.587
pyrG	tdk	1041826.FCOL_02925	1041826.FCOL_01370	0.045	0	0	0	0.445	0	0	0.276	0.582
pyrG	AEW85124.1	1041826.FCOL_02925	1041826.FCOL_01375	0.280	0	0	0	0.243	0	0	0.059	0.442
pyrG	AEW85165.1	1041826.FCOL_02925	1041826.FCOL_01580	0.078	0	0.359	0	0.141	0	0	0	0.448
pyrG	guaB	1041826.FCOL_02925	1041826.FCOL_01905	0.183	0	0	0	0.571	0.116	0	0.363	0.776
pyrG	pyrD	1041826.FCOL_02925	1041826.FCOL_02870	0.105	0	0	0	0.213	0.108	0	0.276	0.484
pyrG	yidC	1041826.FCOL_02925	1041826.FCOL_02920	0.687	0	0	0	0.474	0	0	0	0.828
pyrG	AEW86288.1	1041826.FCOL_02925	1041826.FCOL_07345	0	0	0	0	0.248	0	0	0.242	0.405
pyrG	pheS	1041826.FCOL_02925	1041826.FCOL_13010	0	0	0	0	0.215	0	0	0.276	0.407
pyrG	rnhB	1041826.FCOL_02925	1041826.FCOL_10505	0.125	0	0	0	0.149	0	0	0.270	0.408
pyrG	AEW86327.1	1041826.FCOL_02925	1041826.FCOL_07540	0.046	0	0	0	0.186	0.108	0	0.249	0.410
pyrG	AEW85647.1	1041826.FCOL_02925	1041826.FCOL_04065	0	0	0	0	0.411	0	0	0	0.410
pyrG	topA	1041826.FCOL_02925	1041826.FCOL_11640	0.050	0	0	0	0.112	0	0	0.371	0.423
pyrG	tyrS	1041826.FCOL_02925	1041826.FCOL_13440	0.095	0	0	0	0.342	0.125	0	0	0.433
pyrG	glmS	1041826.FCOL_02925	1041826.FCOL_13425	0.107	0	0.279	0	0	0	0	0.194	0.435
pyrG	truB	1041826.FCOL_02925	1041826.FCOL_08925	0.043	0	0	0	0.406	0	0	0.089	0.436
pyrG	AEW87109.1	1041826.FCOL_02925	1041826.FCOL_11540	0	0	0	0	0.142	0.128	0	0.330	0.454
pyrG	polA	1041826.FCOL_02925	1041826.FCOL_03225	0.112	0	0	0	0.159	0	0	0.334	0.459
pyrG	ychF	1041826.FCOL_02925	1041826.FCOL_07730	0	0	0	0	0.288	0	0	0.276	0.462
pyrG	ksgA	1041826.FCOL_02925	1041826.FCOL_09525	0.096	0	0.171	0	0.216	0	0	0.225	0.483
pyrG	AEW87347.1	1041826.FCOL_02925	1041826.FCOL_12760	0.249	0	0	0	0.056	0	0	0.330	0.483
pyrG	metK	1041826.FCOL_02925	1041826.FCOL_04055	0.108	0	0	0	0.083	0.339	0	0.164	0.487
pyrG	eno	1041826.FCOL_02925	1041826.FCOL_10935	0.125	0	0	0	0.279	0	0	0.254	0.488
pyrG	alaS	1041826.FCOL_02925	1041826.FCOL_10815	0	0	0	0	0.331	0	0	0.276	0.494
pyrG	glyA	1041826.FCOL_02925	1041826.FCOL_05710	0.077	0	0.237	0	0.190	0	0	0.228	0.500
pyrG	tsf	1041826.FCOL_02925	1041826.FCOL_03205	0.125	0	0	0	0.279	0	0	0.276	0.503
pyrG	AEW87411.1	1041826.FCOL_02925	1041826.FCOL_13080	0.125	0	0	0	0.287	0	0	0.276	0.508
pyrG	leuS	1041826.FCOL_02925	1041826.FCOL_08895	0.108	0	0	0	0.158	0.228	0	0.276	0.524
pyrG	AEW85718.1	1041826.FCOL_02925	1041826.FCOL_04435	0.114	0	0	0	0.483	0	0	0.048	0.525
pyrG	AEW86711.1	1041826.FCOL_02925	1041826.FCOL_09510	0.051	0	0	0	0.308	0.125	0	0.276	0.528
pyrG	lepA	1041826.FCOL_02925	1041826.FCOL_09065	0.125	0	0	0	0.331	0	0	0.276	0.539
pyrG	AEW86213.1	1041826.FCOL_02925	1041826.FCOL_06960	0.043	0	0	0	0.545	0	0	0	0.545
pyrG	carB	1041826.FCOL_02925	1041826.FCOL_05185	0.125	0	0.150	0	0.115	0.219	0	0.276	0.559
pyrG	metG	1041826.FCOL_02925	1041826.FCOL_08345	0.158	0	0	0	0.292	0	0	0.365	0.588
pyrG	gltX	1041826.FCOL_02925	1041826.FCOL_08800	0.077	0	0	0	0.159	0.463	0	0.144	0.595
pyrG	glnS	1041826.FCOL_02925	1041826.FCOL_08780	0.077	0	0	0	0.159	0.463	0	0.144	0.595
pyrG	nusA	1041826.FCOL_02925	1041826.FCOL_10295	0.114	0	0	0	0.584	0	0	0	0.615
pyrG	purL	1041826.FCOL_02925	1041826.FCOL_06550	0.340	0	0	0	0.150	0	0	0.371	0.616
pyrG	purA	1041826.FCOL_02925	1041826.FCOL_03885	0.125	0	0.218	0	0.323	0	0	0.276	0.619
pyrG	rpoA	1041826.FCOL_02925	1041826.FCOL_10950	0	0	0	0	0.467	0.108	0	0.276	0.625
pyrG	trmD	1041826.FCOL_02925	1041826.FCOL_12425	0.125	0	0	0	0.478	0	0	0.248	0.626
pyrG	rpsC	1041826.FCOL_02925	1041826.FCOL_11050	0	0	0	0	0.476	0.117	0	0.276	0.635
pyrG	AEW85732.1	1041826.FCOL_02925	1041826.FCOL_04505	0.112	0	0	0	0.611	0	0	0	0.639
pyrG	pyrH	1041826.FCOL_02925	1041826.FCOL_03155	0.109	0	0	0	0.491	0	0	0.276	0.642
pyrG	fusA	1041826.FCOL_02925	1041826.FCOL_11090	0	0	0	0	0.446	0.108	0	0.343	0.646
pyrG	rpsD	1041826.FCOL_02925	1041826.FCOL_10955	0	0	0	0	0.488	0.122	0	0.276	0.646
pyrG	ileS	1041826.FCOL_02925	1041826.FCOL_13170	0.125	0	0	0	0.492	0	0	0.276	0.650
pyrG	lysS	1041826.FCOL_02925	1041826.FCOL_10525	0.044	0	0	0	0.634	0	0	0.085	0.651
pyrG	prfA	1041826.FCOL_02925	1041826.FCOL_06450	0	0	0	0	0.543	0	0	0.276	0.654
pyrG	pheT	1041826.FCOL_02925	1041826.FCOL_05695	0.115	0	0	0	0.460	0	0	0.368	0.671
pyrG	aspS	1041826.FCOL_02925	1041826.FCOL_10185	0.125	0	0	0	0.528	0	0	0.276	0.674
pyrG	AEW86709.2	1041826.FCOL_02925	1041826.FCOL_09500	0	0.686	0	0	0.056	0	0	0	0.691
pyrG	rplA	1041826.FCOL_02925	1041826.FCOL_10420	0	0	0	0	0.564	0.107	0	0.276	0.693
pyrG	rplB	1041826.FCOL_02925	1041826.FCOL_11065	0	0	0	0	0.225	0.516	0	0.276	0.704
pyrG	proS	1041826.FCOL_02925	1041826.FCOL_07355	0.042	0	0	0	0.715	0	0	0	0.715
pyrG	rplY	1041826.FCOL_02925	1041826.FCOL_10040	0	0	0	0	0.716	0	0	0	0.716
pyrG	rplD	1041826.FCOL_02925	1041826.FCOL_11075	0	0	0	0	0.292	0.497	0	0.276	0.719
pyrG	rplC	1041826.FCOL_02925	1041826.FCOL_11080	0	0	0	0	0.304	0.497	0	0.276	0.724
pyrG	infB	1041826.FCOL_02925	1041826.FCOL_10300	0.168	0	0	0	0.540	0.107	0	0.341	0.744
pyrG	rpoC	1041826.FCOL_02925	1041826.FCOL_10400	0	0	0	0	0.659	0.108	0	0.276	0.760
pyrG	rho	1041826.FCOL_02925	1041826.FCOL_10680	0.125	0	0	0	0.699	0	0	0.276	0.792
pyrG	argS	1041826.FCOL_02925	1041826.FCOL_05615	0.125	0	0	0	0.796	0	0	0.074	0.820
pyrG	rpoB	1041826.FCOL_02925	1041826.FCOL_10405	0	0	0	0	0.692	0.270	0	0.276	0.822
pyrG	pnp	1041826.FCOL_02925	1041826.FCOL_03730	0.078	0	0	0	0.798	0	0	0.208	0.839
pyrG	rpsB	1041826.FCOL_02925	1041826.FCOL_03210	0.114	0	0	0	0.777	0.108	0	0.276	0.855
pyrG	guaA	1041826.FCOL_02925	1041826.FCOL_02950	0.442	0	0	0	0.913	0.121	0	0.388	0.970
pyrH	AEW84901.1	1041826.FCOL_03155	1041826.FCOL_00220	0.188	0	0	0	0.486	0	0	0	0.564
pyrH	lpxC	1041826.FCOL_03155	1041826.FCOL_00260	0.136	0	0	0	0.329	0.105	0	0.352	0.618
pyrH	cmk	1041826.FCOL_03155	1041826.FCOL_00315	0.045	0	0.209	0	0.085	0	0	0.276	0.432
pyrH	rpsA	1041826.FCOL_03155	1041826.FCOL_00325	0.043	0	0	0	0.412	0	0	0	0.413
pyrH	pyrB	1041826.FCOL_03155	1041826.FCOL_00335	0	0	0.168	0	0.128	0	0	0.276	0.428
pyrH	valS	1041826.FCOL_03155	1041826.FCOL_00725	0.104	0	0	0	0.267	0	0	0.161	0.400
pyrH	AEW85017.1	1041826.FCOL_03155	1041826.FCOL_00830	0	0	0	0	0.156	0.121	0	0.257	0.400
pyrH	guaB	1041826.FCOL_03155	1041826.FCOL_01905	0.100	0	0	0	0.120	0	0	0.320	0.414
pyrH	pyrG	1041826.FCOL_03155	1041826.FCOL_02925	0.109	0	0	0	0.491	0	0	0.276	0.642
pyrH	guaA	1041826.FCOL_03155	1041826.FCOL_02950	0	0	0.160	0	0.573	0	0	0.388	0.761
pyrH	AEW85474.1	1041826.FCOL_03155	1041826.FCOL_03145	0.504	0	0	0	0	0	0	0	0.504
pyrH	AEW85475.1	1041826.FCOL_03155	1041826.FCOL_03150	0.504	0	0	0	0.055	0	0	0	0.511
pyrH	ftsY	1041826.FCOL_03155	1041826.FCOL_12060	0.114	0	0.353	0	0	0	0	0	0.402
pyrH	AEW86474.1	1041826.FCOL_03155	1041826.FCOL_08295	0.125	0	0	0	0.312	0	0	0.092	0.405
pyrH	AEW85816.1	1041826.FCOL_03155	1041826.FCOL_04945	0	0	0	0	0.183	0.125	0	0.235	0.405
pyrH	purA	1041826.FCOL_03155	1041826.FCOL_03885	0.042	0	0.226	0	0.070	0	0	0.246	0.410
pyrH	AEW86871.1	1041826.FCOL_03155	1041826.FCOL_10320	0.078	0	0	0	0.093	0	0	0.361	0.418
pyrH	secY	1041826.FCOL_03155	1041826.FCOL_10980	0	0	0.196	0	0.310	0	0	0	0.421
pyrH	pnp	1041826.FCOL_03155	1041826.FCOL_03730	0.115	0	0	0	0.315	0	0	0.136	0.430
pyrH	rpoA	1041826.FCOL_03155	1041826.FCOL_10950	0	0	0	0	0.248	0	0	0.276	0.432
pyrH	murE	1041826.FCOL_03155	1041826.FCOL_03855	0.097	0	0	0	0.234	0.125	0	0.195	0.447
pyrH	rpoB	1041826.FCOL_03155	1041826.FCOL_10405	0	0	0	0	0.268	0	0	0.276	0.447
pyrH	rplD	1041826.FCOL_03155	1041826.FCOL_11075	0	0	0	0	0.449	0	0	0	0.449
pyrH	ftsZ	1041826.FCOL_03155	1041826.FCOL_03815	0.102	0	0.164	0	0.120	0	0	0.276	0.457
pyrH	recA	1041826.FCOL_03155	1041826.FCOL_10120	0.042	0	0.272	0	0.056	0	0	0.276	0.459
pyrH	lysS	1041826.FCOL_03155	1041826.FCOL_10525	0.110	0	0	0	0.432	0	0	0	0.472
pyrH	AEX99661.1	1041826.FCOL_03155	1041826.FCOL_06065	0	0	0	0	0.474	0	0	0	0.474
pyrH	atpB	1041826.FCOL_03155	1041826.FCOL_08160	0.064	0	0	0	0.472	0	0	0	0.484
pyrH	rplC	1041826.FCOL_03155	1041826.FCOL_11080	0	0	0	0	0.488	0	0	0	0.487
pyrH	rplB	1041826.FCOL_03155	1041826.FCOL_11065	0	0	0	0	0.497	0	0	0	0.497
pyrH	rplY	1041826.FCOL_03155	1041826.FCOL_10040	0	0	0	0	0.497	0	0	0	0.497
pyrH	atpG	1041826.FCOL_03155	1041826.FCOL_08135	0.078	0	0	0	0.487	0	0	0	0.506
pyrH	AEW87391.1	1041826.FCOL_03155	1041826.FCOL_12980	0	0	0.163	0	0.363	0	0	0.156	0.510
pyrH	AEW85733.1	1041826.FCOL_03155	1041826.FCOL_04510	0.078	0	0	0	0.500	0	0	0	0.519
pyrH	AEW85660.1	1041826.FCOL_03155	1041826.FCOL_04130	0.078	0	0	0	0.500	0	0	0	0.519
pyrH	AEW87024.1	1041826.FCOL_03155	1041826.FCOL_11105	0.078	0	0	0	0.500	0	0	0	0.519
pyrH	alaS	1041826.FCOL_03155	1041826.FCOL_10815	0	0	0.163	0	0.477	0	0	0	0.543
pyrH	ffh	1041826.FCOL_03155	1041826.FCOL_06000	0.111	0	0.318	0	0.124	0	0	0.247	0.546
pyrH	AEW86857.1	1041826.FCOL_03155	1041826.FCOL_10250	0	0	0	0	0.051	0	0.500	0.133	0.552
pyrH	AEW86828.1	1041826.FCOL_03155	1041826.FCOL_10095	0.125	0	0.513	0	0	0	0	0	0.555
pyrH	eno	1041826.FCOL_03155	1041826.FCOL_10935	0.125	0	0.291	0	0.121	0.125	0	0.239	0.570
pyrH	purL	1041826.FCOL_03155	1041826.FCOL_06550	0.341	0	0	0	0	0	0	0.378	0.572
pyrH	der	1041826.FCOL_03155	1041826.FCOL_10740	0	0	0.402	0	0.188	0	0	0.206	0.580
pyrH	metG	1041826.FCOL_03155	1041826.FCOL_08345	0.045	0	0	0	0.389	0	0	0.356	0.591
pyrH	nusA	1041826.FCOL_03155	1041826.FCOL_10295	0.125	0	0	0	0.561	0	0	0	0.599
pyrH	AEW86856.1	1041826.FCOL_03155	1041826.FCOL_10245	0	0	0	0	0.050	0	0.500	0.247	0.611
pyrH	atpA	1041826.FCOL_03155	1041826.FCOL_08140	0.088	0	0	0	0.472	0	0	0.276	0.620
pyrH	infB	1041826.FCOL_03155	1041826.FCOL_10300	0.166	0	0.161	0	0.397	0	0	0.255	0.643
pyrH	topA	1041826.FCOL_03155	1041826.FCOL_11640	0.175	0	0	0	0	0	0	0.592	0.649
pyrH	AEW85732.1	1041826.FCOL_03155	1041826.FCOL_04505	0.125	0	0	0	0.570	0	0	0.276	0.703
pyrH	trmD	1041826.FCOL_03155	1041826.FCOL_12425	0.085	0	0	0	0.624	0	0	0.246	0.717
pyrH	AEW85725.1	1041826.FCOL_03155	1041826.FCOL_04470	0.063	0	0	0	0.716	0	0	0	0.722
pyrH	AEW86818.1	1041826.FCOL_03155	1041826.FCOL_10045	0	0	0.548	0	0.363	0	0	0.156	0.735
pyrH	pheT	1041826.FCOL_03155	1041826.FCOL_05695	0.048	0	0	0	0.611	0	0	0.370	0.746
pyrH	rplA	1041826.FCOL_03155	1041826.FCOL_10420	0.125	0	0.183	0	0.708	0	0	0.195	0.809
pyrH	AEW86243.1	1041826.FCOL_03155	1041826.FCOL_07120	0	0	0	0	0.042	0	0.900	0	0.900
pyrH	rpsB	1041826.FCOL_03155	1041826.FCOL_03210	0.125	0	0	0	0.880	0	0	0.276	0.917
pyrH	pyrF	1041826.FCOL_03155	1041826.FCOL_06435	0	0	0	0	0.080	0	0.900	0.276	0.927
pyrH	tsf	1041826.FCOL_03155	1041826.FCOL_03205	0.173	0	0	0	0.892	0	0	0.276	0.929
pyrH	AEW86327.1	1041826.FCOL_03155	1041826.FCOL_07540	0	0	0	0	0.154	0	0.900	0.276	0.933
pyrH	surE	1041826.FCOL_03155	1041826.FCOL_04255	0	0	0.175	0	0	0	0.900	0.276	0.935
pyrH	upp	1041826.FCOL_03155	1041826.FCOL_08210	0	0	0	0	0.469	0	0.900	0.276	0.958
queA	tgt	1041826.FCOL_03420	1041826.FCOL_00625	0.125	0	0.756	0	0.793	0	0.500	0.276	0.981
queA	polA	1041826.FCOL_03420	1041826.FCOL_03225	0.324	0	0	0	0	0	0	0.309	0.512
queA	rlmN	1041826.FCOL_03420	1041826.FCOL_03380	0.321	0	0.152	0	0.060	0	0	0.213	0.517
queA	AEW87050.1	1041826.FCOL_03420	1041826.FCOL_11235	0.091	0	0	0	0.393	0	0	0	0.424
queA	AEW87217.1	1041826.FCOL_03420	1041826.FCOL_12080	0.315	0	0.200	0	0	0	0	0	0.428
queA	queE	1041826.FCOL_03420	1041826.FCOL_03500	0	0	0.198	0	0	0	0	0.340	0.448
queA	rnc	1041826.FCOL_03420	1041826.FCOL_13205	0.042	0	0	0	0.475	0	0	0	0.475
queA	topA	1041826.FCOL_03420	1041826.FCOL_11640	0.390	0	0	0	0.146	0	0	0.075	0.476
queA	folD	1041826.FCOL_03420	1041826.FCOL_05995	0.112	0	0	0	0.437	0	0	0	0.478
queA	truB	1041826.FCOL_03420	1041826.FCOL_08925	0.125	0	0	0	0.287	0	0	0.235	0.481
queA	secF	1041826.FCOL_03420	1041826.FCOL_06825	0.346	0	0	0	0.056	0	0	0.377	0.581
queA	queG	1041826.FCOL_03420	1041826.FCOL_10315	0.125	0	0.280	0	0	0	0.500	0.276	0.741
queA	ruvB	1041826.FCOL_03420	1041826.FCOL_10310	0.125	0	0	0	0.711	0	0	0.245	0.792
queE	AEW85145.1	1041826.FCOL_03500	1041826.FCOL_01480	0	0	0.519	0	0	0	0	0	0.519
queE	folE	1041826.FCOL_03500	1041826.FCOL_01505	0.125	0	0	0	0.259	0	0	0.276	0.489
queE	AEW85181.1	1041826.FCOL_03500	1041826.FCOL_01660	0	0	0.625	0	0	0	0	0	0.625
queE	guaA	1041826.FCOL_03500	1041826.FCOL_02950	0.305	0	0	0	0	0	0	0.376	0.547
queE	queA	1041826.FCOL_03500	1041826.FCOL_03420	0	0	0.198	0	0	0	0	0.340	0.448
queE	AEW85540.1	1041826.FCOL_03500	1041826.FCOL_03490	0.498	0	0	0	0	0	0	0.043	0.499
queE	AEW85541.1	1041826.FCOL_03500	1041826.FCOL_03495	0.509	0	0	0	0	0	0	0	0.509
queG	tgt	1041826.FCOL_10315	1041826.FCOL_00625	0.125	0	0.204	0	0.056	0	0	0.236	0.430
queG	queA	1041826.FCOL_10315	1041826.FCOL_03420	0.125	0	0.280	0	0	0	0.500	0.276	0.741
queG	AEW86868.1	1041826.FCOL_10315	1041826.FCOL_10305	0.496	0	0	0	0	0	0	0	0.496
queG	ruvB	1041826.FCOL_10315	1041826.FCOL_10310	0.780	0	0	0	0	0	0	0	0.781
queG	AEW86873.1	1041826.FCOL_10315	1041826.FCOL_10330	0.452	0	0	0	0	0	0	0	0.453
queG	AEW86871.1	1041826.FCOL_10315	1041826.FCOL_10320	0.704	0	0	0	0	0	0	0.054	0.708
radA	pyrB	1041826.FCOL_13390	1041826.FCOL_00335	0.045	0	0	0	0.419	0	0	0.074	0.441
radA	AEW85043.1	1041826.FCOL_13390	1041826.FCOL_00970	0.055	0	0.310	0	0.056	0	0	0.276	0.494
radA	polA	1041826.FCOL_13390	1041826.FCOL_03225	0.250	0	0	0	0	0	0	0.388	0.521
radA	clpX	1041826.FCOL_13390	1041826.FCOL_04460	0	0	0.252	0	0	0	0	0.276	0.435
radA	uvrB	1041826.FCOL_13390	1041826.FCOL_05625	0	0	0	0	0.206	0	0	0.276	0.400
radA	AEW86030.1	1041826.FCOL_13390	1041826.FCOL_06025	0	0	0.163	0	0.589	0	0	0.276	0.729
radA	AEW86235.1	1041826.FCOL_13390	1041826.FCOL_07080	0	0	0.214	0	0	0	0	0.276	0.406
radA	AEW86357.1	1041826.FCOL_13390	1041826.FCOL_07690	0.047	0	0	0	0.383	0	0	0.352	0.585
radA	metG	1041826.FCOL_13390	1041826.FCOL_08345	0.078	0	0	0	0.223	0	0	0.370	0.509
radA	uvrC	1041826.FCOL_13390	1041826.FCOL_09080	0	0	0	0	0.383	0	0	0.193	0.480
radA	thiL	1041826.FCOL_13390	1041826.FCOL_09265	0	0	0	0	0.718	0	0	0	0.718
radA	AEW86826.1	1041826.FCOL_13390	1041826.FCOL_10085	0.044	0	0	0	0.209	0	0	0.353	0.468
radA	recA	1041826.FCOL_13390	1041826.FCOL_10120	0	0	0.155	0	0.749	0	0	0.358	0.851
radA	rnhB	1041826.FCOL_13390	1041826.FCOL_10505	0	0	0.241	0	0	0	0	0.264	0.417
radA	recF	1041826.FCOL_13390	1041826.FCOL_12285	0.043	0	0.193	0	0.075	0	0	0.276	0.413
radA	AEW87470.1	1041826.FCOL_13390	1041826.FCOL_13375	0.576	0	0	0	0	0	0	0	0.576
radA	AEW87471.1	1041826.FCOL_13390	1041826.FCOL_13380	0.762	0	0	0	0	0	0	0	0.762
radA	AEW87479.1	1041826.FCOL_13390	1041826.FCOL_13420	0.434	0	0	0	0	0	0	0	0.434
radA	AEW87478.1	1041826.FCOL_13390	1041826.FCOL_13415	0.436	0	0	0	0	0	0	0	0.436
radA	glmS	1041826.FCOL_13390	1041826.FCOL_13425	0.397	0	0	0	0	0	0	0.168	0.477
radA	panC	1041826.FCOL_13390	1041826.FCOL_13410	0.606	0	0	0	0	0	0	0	0.606
radA	AEW87475.1	1041826.FCOL_13390	1041826.FCOL_13400	0.630	0	0	0	0	0	0	0	0.630
radA	AEW87474.1	1041826.FCOL_13390	1041826.FCOL_13395	0.803	0	0	0	0	0	0	0	0.803
recA	lpxC	1041826.FCOL_10120	1041826.FCOL_00260	0.169	0	0	0	0.110	0	0	0.371	0.494
recA	gyrA	1041826.FCOL_10120	1041826.FCOL_00530	0	0	0	0	0.071	0.175	0	0.600	0.666
recA	AEW84993.1	1041826.FCOL_10120	1041826.FCOL_00710	0.043	0	0	0	0	0.290	0	0.193	0.403
recA	AEW85034.1	1041826.FCOL_10120	1041826.FCOL_00925	0.074	0	0	0	0.294	0	0	0.193	0.426
recA	AEW85049.1	1041826.FCOL_10120	1041826.FCOL_01000	0.043	0	0	0	0	0.300	0	0.338	0.517
recA	trpF	1041826.FCOL_10120	1041826.FCOL_01030	0.109	0	0	0	0	0	0	0.375	0.419
recA	AEW85066.1	1041826.FCOL_10120	1041826.FCOL_01085	0.165	0	0	0	0.055	0.217	0	0.324	0.526
recA	AEW85211.1	1041826.FCOL_10120	1041826.FCOL_01810	0.056	0	0	0	0.044	0.418	0	0.117	0.474
recA	guaB	1041826.FCOL_10120	1041826.FCOL_01905	0.110	0	0	0	0	0.092	0	0.344	0.423
